airport_id,name,city,country,iata,icao,timezone,dst,tz_database_time_zone,type,source,lat/lon
10611,Ali Air Base,Nasiriyah,Iraq,\N,ORTL,3,U,\N,airport,OurAirports,"30.935800552368164, 46.0900993347168"
10617,Ota Air Base,Ota,Portugal,\N,LPOT,1,E,\N,airport,OurAirports,"39.087502, -8.96278"
10618,Borroloola Airport,Borroloola,Australia,BOX,YBRL,9.5,O,\N,airport,OurAirports,"-16.075300216674805, 136.302001953125"
10723,Elsenthal Grafe Airport,Elsenthal,Germany,\N,EDNF,1,E,\N,airport,OurAirports,"48.8224983215332, 13.367500305175781"
10744,Newtownards Airport,Newtownards,United Kingdom,\N,EGAD,0,E,\N,airport,OurAirports,"54.5811004639, -5.69193983078"
10745,Lashenden (Headcorn) Airfield,Headcorn,United Kingdom,\N,EGKH,0,E,\N,airport,OurAirports,"51.156898, 0.641667"
10746,Panshanger Aerodrome,Panshanger,United Kingdom,\N,EGLG,0,E,\N,airport,OurAirports,"51.80250167849999, -0.158056005836"
10747,Thurrock Airfield,Thurrock,United Kingdom,\N,EGMT,0,E,\N,airport,OurAirports,"51.537505, 0.367634"
10748,Stapleford Aerodrome,Stapleford,United Kingdom,\N,EGSG,0,E,\N,airport,OurAirports,"51.652500152600005, 0.155833005905"
10750,HAL Airport,Bangalore,India,\N,VOBG,5.5,N,\N,airport,OurAirports,"12.9499998093, 77.6681976318"
10751,Chichester/Goodwood Airport,Goodwood,United Kingdom,\N,EGHR,0,E,\N,airport,OurAirports,"50.85940170288086, -0.7591670155525208"
10752,Omarama Glider Airport,Omarama,New Zealand,\N,NZOA,12,Z,\N,airport,OurAirports,"-44.486698150634766, 169.98599243164062"
10753,Haast Aerodrome,Haast,New Zealand,\N,NZHT,12,Z,\N,airport,OurAirports,"-43.865299224853516, 169.04100036621094"
10776,Meschede-Schüren Airport,Meschede,Germany,\N,EDKM,1,E,\N,airport,OurAirports,"51.30277633666992, 8.239167213439941"
10794,Morro da Urca Heliport,Rio de Janeiro,Brazil,\N,SDHU,-3,S,\N,airport,OurAirports,"-22.95166778564453, -43.16583251953125"
10800,Dongji Aiport,Fuyuan,China,FYJ,ZYFY,8,N,\N,airport,OurAirports,"48.199494, 134.366447"
10802,Skúvoy Heliport,Skuvoy,Faroe Islands,\N,EKSY,1,E,\N,airport,OurAirports,"61.76959991455078, -6.803410053253174"
10803,Stóra Dímun Heliport,Stora Dimun,Faroe Islands,\N,EKSR,1,E,\N,airport,OurAirports,"61.685298919677734, -6.758500099182129"
10804,Frooba Heliport,Frooba,Faroe Islands,\N,EKFA,1,E,\N,airport,OurAirports,"61.543701171875, -6.774419784545898"
10831,Person County Airport,Roxboro,United States,TDF,KTDF,-5,A,\N,airport,OurAirports,"36.28490067, -78.98419952"
10934,Zulu Inyala Airport,Phinda,South Africa,PZL,FADQ,2,U,\N,airport,OurAirports,"-27.84939956665039, 32.30970001220703"
10938,Kaili Airport,Kaili,China,KJH,ZUKJ,8,N,\N,airport,OurAirports,"26.972, 107.988"
10939,Shennongjia Hongping Airport,Shennongjia,China,HPG,ZHSN,8,N,\N,airport,OurAirports,"31.626, 110.34"
10941,Arxan Yi'ershi Airport,Arxan,China,YIE,ZBES,8,N,\N,airport,OurAirports,"47.3106, 119.9117"
10942,Hengyang Nanyue Airport,Hengyang,China,HNY,ZGHY,8,N,\N,airport,OurAirports,"26.9053, 112.627998"
10949,Wonsan Kalma International Airport,Wonsan,North Korea,WOS,ZKWS,8.5,N,\N,airport,OurAirports,"39.166801, 127.486"
10951,Mestia Queen Tamar Airport,Mestia,Georgia,\N,UGMS,5,N,\N,airport,OurAirports,"43.053597, 42.749012"
10952,Magas Airport,Magas,Russia,IGT,URMS,3,N,Europe/Moscow,airport,OurAirports,"43.322299957300004, 45.0125999451"
11004,Talladega Municipal Airport,Talladega,United States,ASN,KASN,-5,A,\N,airport,OurAirports,"33.569900512699995, -86.05090332030001"
11005,Greenville Downtown Airport,Greenville,United States,GMU,KGMU,-4,A,\N,airport,OurAirports,"34.847900390599996, -82.34999847410002"
11008,Mankato Regional Airport,Mankato,United States,MKT,KMKT,-6,A,\N,airport,OurAirports,"44.22159958, -93.91870117"
11009,Captain Auguste George Airport,Anegada,British Virgin Islands,NGD,TUPA,-4,U,\N,airport,OurAirports,"18.72719955444336, -64.32969665527344"
11010,Troy Municipal Airport,Troy,United States,TOI,KTOI,-5,A,\N,airport,OurAirports,"31.860399246216, -86.012100219727"
11011,Merkel Field Sylacauga Municipal Airport,Sylacauga,United States,SCD,KSCD,-5,A,\N,airport,OurAirports,"33.17179870605469, -86.30549621582031"
11012,Enterprise Municipal Airport,Enterprise,United States,EDN,KEDN,-5,A,\N,airport,OurAirports,"31.29969978, -85.89990234"
11017,Ryan Field,Tucson,United States,\N,KRYN,-7,A,\N,airport,OurAirports,"32.1422004699707, -111.17500305175781"
11022,Thomas C Russell Field,Alexander City,United States,ALX,KALX,-5,A,\N,airport,OurAirports,"32.914699554399995, -85.9629974365"
11030,Port Keats Airport,Wadeye,Australia,PKT,YPKT,9.5,O,\N,airport,OurAirports,"-14.25, 129.5290069580078"
11031,Garden Point Airport,Pirlangimpi,Australia,GPN,YGPT,9.5,O,\N,airport,OurAirports,"-11.40250015258789, 130.4219970703125"
11032,Stade Airport,Stade,Germany,\N,EDHS,1,E,\N,airport,OurAirports,"53.56111145019531, 9.499167442321777"
11035,Meriden Markham Municipal Airport,Meriden,United States,\N,KMMK,-5,A,\N,airport,OurAirports,"41.50870132446289, -72.82949829101562"
11038,Flinders Island Airport,Elliston,Australia,\N,YFLS,9.5,O,\N,airport,OurAirports,"-33.730989, 134.501"
11048,Luzern-Beromunster Airport,Lucerne,Switzerland,\N,LSZO,1,E,\N,airport,OurAirports,"47.189998626708984, 8.204719543457031"
11049,La Grand'combe Airport,La Grand'Combe,France,\N,LFTN,1,E,\N,airport,OurAirports,"44.24440002441406, 4.0122199058532715"
11053,Fort Mackay / Horizon Airport,Wood Buffalo,Canada,HZP,CYNR,-7,A,\N,airport,OurAirports,"57.3816986084, -111.700996399"
11054,Canmore Municipal Heliport,Canmore,Canada,\N,CEW9,-7,A,\N,airport,OurAirports,"51.07780075069999, -115.337997437"
11055,Krasnokamensk Airport,Krasnokamensk,Russia,\N,UIAE,9,N,\N,airport,OurAirports,"50.03310775756836, 118.06114196777344"
11067,Ridgely Airpark,Ridgely,United States,\N,KRJD,-5,A,\N,airport,OurAirports,"38.97010040283203, -75.86630249023438"
11068,New Castle Henry Co. Municipal Airport,New Castle,United States,UWL,KUWL,-4,A,\N,airport,OurAirports,"39.87590027, -85.32649994"
11069,Scott City Municipal Airport,Scott City,United States,TQK,KTQK,-5,A,\N,airport,OurAirports,"38.474300384521484, -100.88500213623047"
11070,Brewster Field,Holdredge,United States,HDE,KHDE,-5,A,\N,airport,OurAirports,"40.452099, -99.336502"
11071,Pratt Regional Airport,Pratt,United States,PTT,KPTT,-5,A,\N,airport,OurAirports,"37.70159912, -98.74690247"
11072,Yubileyniy Airfield,Baikonur,Kazakhstan,\N,UAON,6,U,\N,airport,OurAirports,"46.05500030517578, 63.25"
11073,Wahoo Municipal Airport,Wahoo,United States,AHQ,KAHQ,-5,A,\N,airport,OurAirports,"41.2412986755, -96.59400177"
11074,Jim Kelly Field,Lexington,United States,LXN,KLXN,-5,A,\N,airport,OurAirports,"40.791000366199995, -99.7772979736"
11075,Sublette Municipal Airport,Sublette,United States,19S,K19S,-5,A,\N,airport,OurAirports,"37.49140167, -100.8300018"
11076,Council Bluffs Municipal Airport,Council Bluffs,United States,CBF,KCBF,-5,A,\N,airport,OurAirports,"41.2592010498, -95.760597229"
11077,Kokomo Municipal Airport,Kokomo,United States,OKK,KOKK,-4,A,\N,airport,OurAirports,"40.528198242188, -86.05899810791"
11078,Neodesha Municipal Airport,Neodesha,United States,2K7,K2K7,-5,A,\N,airport,OurAirports,"37.43539810180664, -95.64610290527344"
11079,King Ranch Airport,Sutton,United States,\N,AK59,-8,A,\N,airport,OurAirports,"61.79560089111328, -148.35499572753906"
11080,Elkhart Morton County Airport,Elkhart,United States,EHA,KEHA,-5,A,\N,airport,OurAirports,"37.000702, -101.879997"
11081,Front Range Airport,Denver,United States,FTG,KFTG,-6,A,\N,airport,OurAirports,"39.785301208496094, -104.54299926757812"
11082,Galesburg Municipal Airport,Galesburg,United States,GBG,KGBG,-5,A,\N,airport,OurAirports,"40.937999725299996, -90.431098938"
11084,Guymon Municipal Airport,Guymon,United States,GUY,KGUY,-5,A,\N,airport,OurAirports,"36.6851005554, -101.508003235"
11086,Meade Municipal Airport,Meade,United States,MEJ,KMEJ,-5,A,\N,airport,OurAirports,"37.27690124511719, -100.35600280761719"
11087,Turkey Mountain Estates Airport,Shell Knob,United States,\N,MO00,-5,A,\N,airport,OurAirports,"36.59170150756836, -93.66690063476562"
11088,Ulysses Airport,Ulysses,United States,ULS,KULS,-5,A,\N,airport,OurAirports,"37.60400009, -101.3740005"
11089,Flagler Aerial Spraying Inc Airport,Flagler,United States,\N,CO00,-6,A,\N,airport,OurAirports,"39.279998779296875, -103.06700134277344"
11090,Independence Municipal Airport,Independence,United States,IDP,KIDP,-5,A,\N,airport,OurAirports,"37.1584014893, -95.77839660640001"
11091,Augusta Municipal Airport,Augusta,United States,3AU,K3AU,-5,A,\N,airport,OurAirports,"37.671600341796875, -97.0779037475586"
11092,Larned Pawnee County Airport,Larned,United States,LQR,KLQR,-5,A,\N,airport,OurAirports,"38.20859909, -99.08599854"
11093,Lampasas Airport,Lampasas,United States,LZZ,KLZZ,-5,A,\N,airport,OurAirports,"31.106199264526367, -98.1958999633789"
11094,Bay City Municipal Airport,Bay City,United States,BYY,KBYY,-5,A,\N,airport,OurAirports,"28.9733009338, -95.8635025024"
11095,Cox Field,Paris,United States,PRX,KPRX,-5,A,\N,airport,OurAirports,"33.636600494385, -95.450798034668"
11096,Coffeyville Municipal Airport,Coffeyville,United States,CFV,KCFV,-5,A,\N,airport,OurAirports,"37.09400177, -95.5718994141"
11097,The Farm Airport,Summit,United States,\N,24SC,-4,A,\N,airport,OurAirports,"33.93579864501953, -81.42970275878906"
11098,Greeley–Weld County Airport,Greeley,United States,GXY,KGXY,-7,A,\N,airport,OurAirports,"40.4374008179, -104.633003235"
11099,General Dewitt Spain Airport,Memphis,United States,\N,KM01,-4,A,\N,airport,OurAirports,"35.20069885, -90.05400085"
11100,Oryol Yuzhny Airport,Oakley,United States,OEL,UUOR,-5,A,\N,airport,OurAirports,"52.934700012200004, 36.0022010803"
11101,Fremont Municipal Airport,Fremont,United States,FET,KFET,-5,A,\N,airport,OurAirports,"41.44910049, -96.52020264"
11102,La Grande/Union County Airport,La Grande,United States,LGD,KLGD,-7,A,\N,airport,OurAirports,"45.2901992798, -118.007003784"
11103,Szczytno-Szymany International Airport,Szczytno-Szymany,Poland,SZY,EPSY,1,E,\N,airport,OurAirports,"53.48189926147461, 20.937700271606445"
11110,Pocono Mountains Municipal Airport,Mount Pocono,United States,MPO,KMPO,-5,A,\N,airport,OurAirports,"41.13750076, -75.37889862"
11111,Quakertown Airport,Quakertown,United States,UKT,KUKT,-5,A,\N,airport,OurAirports,"40.435199737549, -75.381896972656"
11127,Banff Airport,Banff,Canada,YBA,CYBA,-7,A,\N,airport,OurAirports,"51.207340469900004, -115.541861057"
11131,Banning Municipal Airport,Banning,United States,BNG,KBNG,-8,A,\N,airport,OurAirports,"33.9230995178, -116.850997925"
11132,Gießen-Lützellinden Airport,Giessen,Germany,\N,EDFL,1,E,\N,airport,OurAirports,"50.543888092041016, 8.590277671813965"
11133,Tököl Airport,Budapest,Hungary,\N,LHTL,1,E,\N,airport,OurAirports,"47.345298767100005, 18.980800628699996"
11134,Karl Stefan Memorial Airport,Norfolk  Nebraska,United States,OFK,KOFK,-6,A,\N,airport,OurAirports,"41.985500335693, -97.435096740723"
11139,Kotido Airport,Kotido,Uganda,\N,HUKO,3,N,\N,airport,OurAirports,"2.953, 34.1232"
11140,Kajjansi Airfield,Kampala,Uganda,\N,HUKJ,3,N,\N,airport,OurAirports,"0.1968, 32.55297"
11141,Arlington Municipal Airport,Arlington,United States,AWO,KAWO,-8,A,\N,airport,OurAirports,"48.16070175, -122.1589966"
11142,Paracatu Airport,Paracatu,Brazil,\N,SNZR,-3,S,\N,airport,OurAirports,"-17.242599487304688, -46.88309860229492"
11143,Conselheiro Lafaiete Airport,Conselheiro Lafaiete,Brazil,\N,SNKF,-3,S,\N,airport,OurAirports,"-20.73859977722168, -43.797401428222656"
11144,Janaúba Airport,Janauba,Brazil,\N,SNAP,-3,S,\N,airport,OurAirports,"-15.732000350952148, -43.32310104370117"
11145,Juscelino Kubitscheck Airport,Teofilo Otoni,Brazil,TFL,SNTO,-3,S,\N,airport,OurAirports,"-17.89229965209961, -41.51359939575195"
11146,Cristiano Ferreira Varella Airport,Muriae,Brazil,\N,SNBM,-3,S,\N,airport,OurAirports,"-21.126100540161133, -42.39440155029297"
11153,Peter O Knight Airport,Tampa,United States,TPF,KTPF,-5,U,\N,airport,OurAirports,"27.915599822998, -82.44930267334"
11170,Lure Malbouhans Air Base,Malbouhans,France,\N,LFYL,1,E,\N,airport,OurAirports,"47.7047, 6.54583"
11175,Parati Airport,Paraty,Brazil,\N,SDTK,-3,S,\N,airport,OurAirports,"-23.2243995667, -44.720298767100005"
11176,Umberto Modiano Airport,Buzios,Brazil,BZC,SBBZ,-3,S,\N,airport,OurAirports,"-22.770999908447266, -41.96289825439453"
11177,Angra dos Reis Airport,Angra dos Reis,Brazil,\N,SDAG,-3,S,\N,airport,OurAirports,"-22.975299835205078, -44.307098388671875"
11178,Itaperuna Airport,Itaperuna,Brazil,ITP,SDUN,-3,S,\N,airport,OurAirports,"-21.219299316399997, -41.8759002686"
11179,Maricá Airport,Marica,Brazil,\N,SDMC,-3,S,\N,airport,OurAirports,"-22.91950035095215, -42.83089828491211"
11180,Resende Airport,Resende,Brazil,\N,SDRS,-3,S,\N,airport,OurAirports,"-22.4785003662, -44.4803009033"
11181,Saquarema Airport,Saquarema,Brazil,\N,SDSK,-3,S,\N,airport,OurAirports,"-22.92972183227539, -42.50694274902344"
11182,Drumheller Municipal Airport,Drumheller,Canada,\N,CEG4,-7,A,\N,airport,OurAirports,"51.49639892578125, -112.7490005493164"
11193,Mwene-Ditu Airport,Mwene-Ditu,Congo (Kinshasa),\N,FZWE,1,U,\N,airport,OurAirports,"-6.982999801635742, 23.08300018310547"
11194,Tunta Airport,Kabinda,Congo (Kinshasa),KBN,FZWT,1,U,\N,airport,OurAirports,"-6.132999897, 24.4829998016"
11195,Ikela Airport,Ikela,Congo (Kinshasa),IKL,FZGV,1,U,\N,airport,OurAirports,"-1.048109, 23.372501"
11198,Aripuanã Airport,Aripuana,Brazil,AIR,SWRP,-4,S,\N,airport,OurAirports,"-10.250278, -59.383888"
11199,Juruena Airport,Juruena,Brazil,JRN,SWJU,-4,S,\N,airport,OurAirports,"-10.305832862854004, -58.489444732666016"
11200,Juína Airport,Juina,Brazil,JIA,SWJN,-4,S,\N,airport,OurAirports,"-11.41944408416748, -58.70166778564453"
11201,Vila Rica Airport,Vila Rica,Brazil,VLP,SWVC,-4,S,\N,airport,OurAirports,"-9.979443550109863, -51.1422233581543"
11202,Inácio Luís do Nascimento Airport,Juara,Brazil,JUA,SIZX,-4,S,\N,airport,OurAirports,"-11.2966, -57.5495"
11203,Cáceres Airport,Caceres,Brazil,CCX,SWKC,-4,S,\N,airport,OurAirports,"-16.04360008239746, -57.62990188598633"
11204,Posto Leonardo Vilas Boas Airport,Chapada dos Guimaraes,Brazil,\N,SWPL,-4,S,\N,airport,OurAirports,"-12.198332786560059, -53.38166809082031"
11205,Tangará da Serra Airport,Tangara da Serra,Brazil,\N,SWTS,-4,S,\N,airport,OurAirports,"-14.661999702500001, -57.4435005188"
11206,Canarana Airport,Canarana,Brazil,\N,SWEK,-4,S,\N,airport,OurAirports,"-13.574443817138672, -52.27055740356445"
11207,Vila Bela da Santíssima Trindade Airport,Vila Bela da Santissima Trindade ,Brazil,\N,SWVB,-4,S,\N,airport,OurAirports,"-14.9942, -59.9458"
11208,Bumbar Airport,Bumba,Congo (Kinshasa),BMB,FZFU,1,U,\N,airport,OurAirports,"2.1827800273895264, 22.481700897216797"
11209,Sobral Airport,Sobral,Brazil,QBX,SNOB,-3,N,\N,airport,OurAirports,"-3.6788899898529053, -40.33679962158203"
11210,Arapiraca Airport,Arapiraca,Brazil,APQ,SNAL,-3,N,\N,airport,OurAirports,"-9.775360107421875, -36.62919998168945"
11211,Cangapara Airport,Floriano,Brazil,FLB,SNQG,-3,N,\N,airport,OurAirports,"-6.8463897705078125, -43.077301025390625"
11212,Picos Airport,Picos,Brazil,PCS,SNPC,-3,N,\N,airport,OurAirports,"-7.0620598793029785, -41.52370071411133"
11229,Beni Airport,Beni,Congo (Kinshasa),BNC,FZNP,1,U,\N,airport,OurAirports,"0.574999988079071, 29.473899841308594"
11230,Boende Airport,Boende,Congo (Kinshasa),BNB,FZGN,1,U,\N,airport,OurAirports,"-0.21699999272823334, 20.850000381469727"
11243,Montauk Airport,Montauk,United States,MTP,KMTP,-4,A,\N,airport,OurAirports,"41.076499938964844, -71.9207992553711"
11255,Porter County Municipal Airport,Valparaiso IN,United States,VPZ,KVPZ,-5,A,\N,airport,OurAirports,"41.45399857, -87.00710297"
11257,Dharavandhoo Airport,DHARAVANDHOO,Maldives,DRV,VRMD,5,N,\N,airport,OurAirports,"5.1561, 73.1302"
11258,Saumlaki/Olilit Airport,Saumlaki,Indonesia,SXK,WAPI,9,N,\N,airport,OurAirports,"-7.9886097908, 131.305999756"
11268,Cerro Largo International Airport,Melo,Uruguay,MLZ,SUMO,-3,S,\N,airport,OurAirports,"-32.33789825439453, -54.21670150756836"
11269,Tydeo Larre Borges Airport,Paysandu,Uruguay,PDU,SUPU,-3,S,\N,airport,OurAirports,"-32.36330032348633, -58.0619010925293"
11270,Artigas International Airport,Artigas ,Uruguay,ATI,SUAG,-3,S,\N,airport,OurAirports,"-30.400699615478516, -56.50790023803711"
11272,Murray Bridge Airport,Murray Bridge,Australia,\N,YMBD,10,O,\N,airport,OurAirports,"-35.06669998168945, 139.2270050048828"
11273,Horsham Airport,Horsham,Australia,HSM,YHSM,10,O,\N,airport,OurAirports,"-36.669700622558594, 142.17300415039062"
11274,Swan Hill Airport,Swan Hill,Australia,SWH,YSWH,10,O,\N,airport,OurAirports,"-35.37580108642578, 143.5330047607422"
11277,Turtle Island Seaplane Base,Turtle Island,Fiji,TTL,NFUL,12,O,\N,airport,OurAirports,"-16.966, 177.368"
11288,Dewadaru - Kemujan Island,Karimunjawa,Indonesia,KWB,WARU,7,U,\N,airport,OurAirports,"-5.80091, 110.47838"
11290,Kongolo Airport,Kongolo,Congo (Kinshasa),KOO,FZRQ,1,U,\N,airport,OurAirports,"-5.394440174102783, 26.989999771118164"
11291,Attopeu Airport,Attopeu,Laos,AOU,VLAP,7,N,\N,airport,OurAirports,"14.814715357, 106.821699142"
11292,Kahemba Airport,Kahemba,Congo (Kinshasa),\N,FZCF,1,U,\N,airport,OurAirports,"-7.333000183105469, 19.017000198364258"
11293,Francisco de Miranda Airport,Caracas,Venezuela,,SVFM,-4,S,\N,airport,OurAirports,"10.485033035299999, -66.8435134888"
11295,São Miguel do Oeste Airport,Sao Miguel do Oeste,Brazil,SQX,SSOE,-3,S,\N,airport,OurAirports,"-26.781600952148438, -53.503501892089844"
11299,Mason County Airport,Ludington,United States,LDM,KLDM,-5,A,\N,airport,OurAirports,"43.96250153, -86.40789795"
11312,Reid-Hillview Airport of Santa Clara County,San Jose,United States,RHV,KRHV,8,A,\N,airport,OurAirports,"37.332901001, -121.819000244"
11328,Sohar Airport,Sohar,Oman,OHS,OOSH,4,U,\N,airport,OurAirports,"24.38604, 56.62541"
11332,Sahiwal Airport,Sindh,Pakistan,RZS,OPSW,5,U,\N,airport,OurAirports,"31.88944435119629, 72.39167022705078"
11352,Thamkharka Airport,Thamkharka,Nepal,\N,VNTH,5.75,U,\N,airport,OurAirports,"27.04787, 86.858022"
11353,Thimarafushi Airport,Thimarafushi,Maldives,TMF,VRNT,5,U,\N,airport,OurAirports,"2.211, 73.1533"
11354,Ifuru Airport,Ifuru,Maldives,IFU,VREI,5,U,\N,airport,OurAirports,"5.7083, 73.025"
11355,Kieta Airport,Kieta,Papua New Guinea,KIE,AYKT,10,U,\N,airport,OurAirports,"-6.30541666667, 155.728138889"
11357,Hakkari Yüksekova Airport,Hakkari,Turkey,YKO,LTCW,2,E,\N,airport,OurAirports,"37.5497, 44.2381"
11386,Jelenia Góra Glider Airport,Jelenia Gora,Poland,\N,EPJG,1,E,\N,airport,OurAirports,"50.89889907836914, 15.785599708557129"
11389,Bathpalathang Airport,Jakar,Bhutan,BUT,VQBT,6,N,\N,airport,OurAirports,"27.5622, 90.7471"
11401,Sultan Bantilan Airport,Toli-Toli,Indonesia,TLI,WAMI,8,U,\N,airport,OurAirports,"1.123428, 120.793658"
11406,Vuktyl Airport,Vuktyl,Russia,\N,UUYK,3,U,\N,airport,OurAirports,"63.823299407958984, 57.279998779296875"
11407,Berezniki Airport,Berezniki,Russia,\N,USPT,6,U,\N,airport,OurAirports,"59.57954788208008, 56.85768127441406"
11431,San Sebastián Airport,San Sebastian,Chile,\N,SCSS,-4,S,\N,airport,OurAirports,"-53.31700134277344, -68.6500015258789"
11433,Tolwin Observatory Airport,Tolhuin,Argentina,\N,SAWL,-3,S,\N,airport,OurAirports,"-54.521900177, -67.1989974976"
11436,Tarko-Sale Airport,Tarko-Sale,Russia,TQL,USDS,5,U,\N,airport,OurAirports,"64.9308013916, 77.81809997559999"
11438,Camarillo Airport,Camarillo - CA,United States,\N,KCMA,-8,A,\N,airport,OurAirports,"34.21369934082031, -119.09400177001953"
11452,Leopoldsburg Airfield,Leopoldsburg,Belgium,\N,EBLE,1,E,\N,airport,OurAirports,"51.12, 5.3072222"
11479,Omtepe Airport,Moyogalpa,Nicaragua,\N,MNLP,-6,S,\N,airport,OurAirports,"11.523616, -85.702995"
11498,Alashankou Bole (Bortala) airport,Bole,China,BPL,ZWAX,8,N,\N,airport,OurAirports,"44.895, 82.3"
11524,Achinsk Airport,Achinsk,Russia,ACS,UNKS,8,N,\N,airport,OurAirports,"56.2682991027832, 90.57080078125"
11583,Hinton/Jasper-Hinton Airport,Hinton,Canada,\N,CEC4,-7,A,\N,airport,OurAirports,"53.3191986084, -117.752998352"
11638,Watsonville Municipal Airport,Watsonville,United States,WVI,KWVI,-8,A,\N,airport,OurAirports,"36.9356994629, -121.790000916"
11644,Gelephu Airport,Gelephu,Bhutan,GLU,VQGP,6,N,\N,airport,OurAirports,"26.88456, 90.46412"
11649,Williamsburg Jamestown Airport,Williamsburg,United States,JGG,KJGG,-5,A,\N,airport,OurAirports,"37.239200592041016, -76.71610260009766"
11658,Dulkaninna Airport,Dulkaninna,Australia,DLK,YDLK,9.5,U,\N,airport,OurAirports,"-29.0132999420166, 138.4810028076172"
11673,William Creek Airport,William Creek,Australia,\N,YWMC,9.5,U,\N,airport,OurAirports,"-28.906700134277344, 136.3419952392578"
11684,Kenora Seaplane Base,Kenora,Canada,\N,CJM9,-6,A,\N,airport,OurAirports,"49.767424, -94.49274"
11700,Siquijor Airport,Siquijor,Philippines,\N,RPVZ,8,N,\N,airport,OurAirports,"9.214203223190001, 123.472251892"
11702,Opapimiskan Lake Airport,Musselwhite Mine,Canada,KM8,CKM8,-5,A,\N,airport,OurAirports,"52.6067008972, -90.3768997192"
11717,Taroom Airport,Taroom,Australia,XTO,YTAM,10,N,\N,airport,OurAirports,"-25.801700592041016, 149.89999389648438"
11718,Gelnhausen Airport,Gelnhausen,Germany,\N,EDFG,1,E,\N,airport,OurAirports,"50.19722366333008, 9.170000076293945"
11719,Ærø Airport,Aero,Denmark,\N,EKAE,1,E,\N,airport,OurAirports,"54.85279846191406, 10.456399917602539"
11720,Lauterbach Airport,Lauterbach-Wernges,Germany,\N,EDFT,1,E,\N,airport,OurAirports,"50.68333435058594, 9.410833358764648"
11721,Aschaffenburg Airport,Aschaffenburg,Germany,\N,EDFC,1,E,\N,airport,OurAirports,"49.93888854980469, 9.063888549804688"
11722,Squamish Airport,Squamish,Canada,YSE,CYSE,-8,A,\N,airport,OurAirports,"49.7817001343, -123.162002563"
11735,Reichelsheim Airport,Reichelsheim,Germany,\N,EDFB,1,E,\N,airport,OurAirports,"50.33583450317383, 8.878055572509766"
11737,Marburg-Schönstadt Airport,Schoenstadt,Germany,\N,EDFN,1,E,\N,airport,OurAirports,"50.87444305419922, 8.8149995803833"
11738,Lauenbrück Airport,Lauenbrueck,Germany,\N,EDHU,1,E,\N,airport,OurAirports,"53.20750045776367, 9.573332786560059"
11739,Hüttenbusch Airport,Huettenbusch,Germany,\N,EDXU,1,E,\N,airport,OurAirports,"53.28666687011719, 8.947221755981445"
11740,Vrsar Crljenka Airport,Vsar,Croatia,\N,LDPV,1,E,\N,airport,OurAirports,"45.141700744628906, 13.630599975585938"
11742,Union County Airport,Marysville,United States,MRT,KMRT,-5,A,\N,airport,OurAirports,"40.224700927734375, -83.35160064697266"
11743,La Grande-4 Airport,La Grande-4,Canada,YAH,CYAH,\N,\N,\N,airport,OurAirports,"53.754699707, -73.6753005981"
11744,Alert Bay Airport,Alert Bay,Canada,YAL,CYAL,\N,\N,\N,airport,OurAirports,"50.58219909667969, -126.91600036621094"
11745,Liverpool South Shore Regional Airport,Liverpool,Canada,,CYAU,\N,\N,\N,airport,OurAirports,"44.2303009033, -64.85610198970001"
11747,Nipawin Airport,Nipawin,Canada,YBU,CYBU,\N,\N,\N,airport,OurAirports,"53.33250045776367, -104.00800323486328"
11748,James T. Field Memorial Aerodrome,Centralia,Canada,YCE,CYCE,\N,\N,\N,airport,OurAirports,"43.285599, -81.508301"
11749,Blue River Airport,Blue River,Canada,YCP,CYCP,\N,\N,\N,airport,OurAirports,"52.11669921875, -119.28299713134766"
11750,Chetwynd Airport,Chetwynd,Canada,YCQ,CYCQ,\N,\N,\N,airport,OurAirports,"55.687198638916016, -121.62699890136719"
11751,Ross River Airport,Ross River,Canada,XRR,CYDM,\N,\N,\N,airport,OurAirports,"61.9706001282, -132.42300415"
11752,Dolbeau St Felicien Airport,Dolbeau-St-Félicien,Canada,YDO,CYDO,\N,\N,\N,airport,OurAirports,"48.778499603271, -72.375"
11753,Amos Magny Airport,Amos,Canada,YEY,CYEY,\N,\N,\N,airport,OurAirports,"48.563899993896484, -78.24970245361328"
11754,Goderich Airport,Goderich,Canada,YGD,CYGD,\N,\N,\N,airport,OurAirports,"43.7668991089, -81.7106018066"
11755,Hope Airport,Hope,Canada,YHE,CYHE,\N,\N,\N,airport,OurAirports,"49.3683013916, -121.498001099"
11756,Haines Junction Airport,Haines Junction,Canada,YHT,CYHT,\N,\N,\N,airport,OurAirports,"60.78919982910156, -137.54600524902344"
11757,Digby / Annapolis Regional Airport,Digby,Canada,YDG,CYID,\N,\N,\N,airport,OurAirports,"44.5458450365, -65.7854247093"
11758,Fort Liard Airport,Fort Liard,Canada,YJF,CYJF,\N,\N,\N,airport,OurAirports,"60.235801696799996, -123.46900177"
11759,Key Lake Airport,Key Lake,Canada,YKJ,CYKJ,\N,\N,\N,airport,OurAirports,"57.256099700927734, -105.61799621582031"
11760,Leaf Rapids Airport,Leaf Rapids,Canada,YLR,CYLR,\N,\N,\N,airport,OurAirports,"56.513301849365234, -99.98529815673828"
11761,Matane Airport,Matane,Canada,YME,CYME,\N,\N,\N,airport,OurAirports,"48.85689926147461, -67.45330047607422"
11762,Charlevoix Airport,Charlevoix,Canada,YML,CYML,\N,\N,\N,airport,OurAirports,"47.59749984741211, -70.2238998413086"
